prune_type,layer,sparsity,sm,sm_ub,rm,rm_ub,ism,irm,ism_norm,irm_norm,t1m,t2m,ep,imax_ep,i_mean_ep,num_sub_regulars,random_factor,copeland_score,compatibility,overlap_coefs
GraSP,layer3.4.conv1,0.4829152425130208,-1.6301417039830994,38.61061909923956,4.244350151121829,44.485110954344485,3.4237240617063813,4.750486763049853,0.22277956196564064,0.29631719417249497,373.69498,40.24076,0.1107732430100441,36.42856979370117,8.164562225341797,8.164562225341797,0.042360465973615646,1.0000889301300049,1.0,0.004200701032882952
GraSP,layer3.4.conv2,0.4831712510850694,7.170699994723854,38.81442634360081,12.95402380105017,44.59775014992712,3.566720717610462,4.898466395698154,0.22692758004507674,0.30210645086070914,377.63992,31.643726,0.11454138904809952,35.42856979370117,8.03647232055664,8.03647232055664,-0.16085441410541534,0.97823566198349,1.0,0.0037240982879324256
GraSP,layer3.5.conv1,0.4870656331380208,-0.6047515031202764,38.7324982527391,5.271043798070181,44.608293553929556,3.3879842003928333,4.765201820543322,0.2201309502281735,0.2980242961616456,376.0516,39.33725,0.11115935444831848,42.5,8.864176750183105,8.864176750183105,0.01784404180943966,1.0004425048828125,1.0,0.004196467944075569
GraSP,layer3.5.conv2,0.4871639675564236,7.4660403288530475,38.91587324511281,13.29681029955404,44.746643215813805,3.523666638823362,4.900301870008164,0.22513686399453853,0.30323699516980934,379.6113,31.449833,0.11382836848497391,35.28571319580078,8.535958290100098,8.535958290100098,-0.16777364909648895,0.4441661238670349,1.0,0.004065441589342769
GraSP,layer4.0.conv1,0.2116122775607639,10.648057057095428,37.54313762350168,11.258045304262751,38.153125870669,1.4263980338349818,5.805629082816262,0.09041819512785852,0.3084311171040219,353.3718,26.89508,0.4775390625,68.42857360839844,26.581260681152344,26.581260681152344,-0.1120414212346077,0.10313493013381958,0.9530612244897959,0.0
GraSP,layer4.0.conv2,0.04712337917751736,3.1588640193742457,30.502606389979714,3.049055755840307,30.392798126445776,-0.015712094923468915,5.265698166645954,-0.004500387032090992,0.3043563011077349,233.60225,27.343742,0.9611452221870422,77.83333587646484,45.227783203125,45.227783203125,-0.012803856283426285,0.11086449027061462,1.0,0.0
GraSP,layer4.0.downsample.0,0.46498870849609375,8.151801272115865,26.48220746108071,8.410285389474655,26.7406915784395,-0.4739951213338383,5.413511055426304,-0.04373556333756007,0.3142064597125486,176.32683,18.330406,1.8359375,78.16666412353516,60.377838134765625,60.377838134765625,-0.27818402647972107,0.1058117151260376,1.0,1.0
GraSP,layer4.1.conv1,0.04500240749782986,1.8939035002086442,30.128188854822902,1.7752394795100237,30.00952483412428,0.03886480433469017,5.295605638649397,-0.0014010889216780004,0.3044356872361234,227.92694,28.234285,0.9978723526000977,77.16666412353516,45.09160614013672,45.09160614013672,-0.008923470973968506,0.11388468742370605,1.0,0.0
GraSP,layer4.1.conv2,0.04956605699327257,8.075913981752699,30.948342875795667,8.025728635103182,30.89815752914615,-0.015780618687357605,5.493589725386312,-0.0051462394025981895,0.3037092407728327,240.44998,22.872429,1.083155632019043,83.16666412353516,44.71714782714844,44.71714782714844,-0.022688109427690506,0.1121484711766243,1.0,0.0
GraSP,layer4.2.conv1,0.04799779256184896,6.808019480007289,30.75800498415768,6.761031273047042,30.711016777197433,0.2835245563397741,5.329201889134732,0.017887805257356393,0.30914399984082347,237.51372,23.949986,0.8877952694892883,74.66666412353516,41.7634162902832,41.7634162902832,-0.024420419707894325,0.11101347953081131,1.0,0.0
GraSP,layer4.2.conv2,0.04795201619466146,8.321819410273246,30.719944105097465,8.283481719257196,30.681606414081415,-0.2464005779391592,5.506388884092237,-0.02551858187567881,0.3066699313239782,236.92874,22.398125,1.1286031007766724,84.66666412353516,52.48480224609375,52.48480224609375,-0.022559959441423416,0.0,0.0,0.0
GraSP,fc,0.534375,0.06789743434486262,12.490970249286269,6.179238792188219,18.602311607129625,2.1733466769402883,3.020810805098434,0.3040975212008751,0.3780096406390296,40.006084,12.423073,0.01964636519551277,0.9090909090909091,0.26721699348572553,0.26721699348572553,0.0171937458217144,0.0,0.0,0.0
iterSNIP,conv1,0.9997874149659864,18.59331131593628,19.59331155435486,19.018149256662234,20.018149495080813,19.52769767196933,19.9372534906299,0.9999999773366082,0.999999977802165,96.974464,1.0000002,0.43537414965986393,0.4413793103448276,0.4413793103448276,0.4413793103448276,-0.9869001507759094,0.997689962387085,1.0,1.0
iterSNIP,layer1.0.conv1,0.9974772135416666,23.127714716791377,27.605905138849483,27.397724845770032,31.875915267828137,15.349785380248777,17.028014052123655,0.8530457770030346,0.863407097456646,191.5215,4.4781904,0.1111111111111111,10.666666666666666,3.8625564896866873,3.8625564896866873,-0.9661566615104675,0.9977738857269287,1.0,0.9912794418842802
iterSNIP,layer1.0.conv2,0.9952528211805556,24.46880433605627,27.575630641445674,28.73333978988364,31.840166095273045,16.93832215855915,18.174561415264012,0.905348368459301,0.9073060416828858,191.10385,3.1068263,0.1111111111111111,2.909090909090909,1.2792475014697238,1.2792475014697238,-0.9774763584136963,0.9982067942619324,1.0,0.9769591750471961
iterSNIP,layer1.1.conv1,0.9934624565972222,18.30294603202868,27.55404180381823,22.560267235026345,31.811363006815895,13.743611615478747,14.931838336163576,0.8119789965509843,0.8228373233830465,190.8063,9.251096,0.1111111111111111,12.600000381469727,3.764070510864258,3.764070510864258,-0.8768182396888733,0.9900982975959778,1.0,0.9789939998782867
iterSNIP,layer1.1.conv2,0.9845106336805556,22.432748713270897,27.458779253737205,26.64092500716248,31.66695554762879,9.585154347228071,11.009411889271538,0.7618788548920279,0.7958643023640236,189.49614,5.0260305,0.1111111111111111,16.0,8.419580626654081,8.419580626654081,-0.9464104175567627,1.0124520063400269,1.0,0.9384500192807678
iterSNIP,layer1.2.conv1,0.9967447916666666,22.52883162065226,27.595981736619056,26.79699850313409,31.864148619100888,15.570085473490792,17.12077880546838,0.8476551241243766,0.8563361300258308,191.38455,5.06715,0.1111111111111111,8.0,2.9236674740435418,2.9236674740435418,-0.958104133605957,0.9951026439666748,1.0,0.987547071865058
