Unnamed: 0,val_acc,test_acc,epoch,train_loss,prune_type
0,0.3982,0.442,1,1.8360061039243425,ERK
1,0.5392,0.556,2,1.393468507358006,ERK
2,0.5374,0.5698,3,1.2140830530439104,ERK
3,0.6178,0.6487,4,1.0695052759987966,ERK
4,0.645,0.6682,5,0.9825816702842712,ERK
5,0.6336,0.6444,6,0.9121275935854232,ERK
6,0.6654,0.6873,7,0.8470991359438215,ERK
7,0.666,0.6947,8,0.8045994673456465,ERK
8,0.6784,0.7086,9,0.7712311792373657,ERK
9,0.6942,0.7178,10,0.7355382483346121,ERK
10,0.6924,0.709,11,0.7185529283114842,ERK
11,0.7154,0.7293,12,0.7042885545321873,ERK
12,0.7158,0.7309,13,0.6844695154258184,ERK
13,0.737,0.7493,14,0.6629597340311323,ERK
14,0.742,0.7576,15,0.6543103693212782,ERK
15,0.7404,0.7495,16,0.6353176747049604,ERK
16,0.7194,0.74,17,0.6319319127287184,ERK
17,0.7452,0.7563,18,0.6232104246956961,ERK
18,0.742,0.7491,19,0.608717851468495,ERK
19,0.7866,0.7855,20,0.5987902166162218,ERK
20,0.7308,0.7511,21,0.5872637895175389,ERK
21,0.7664,0.7668,22,0.5864559973989214,ERK
22,0.739,0.7503,23,0.5838200792244502,ERK
23,0.7662,0.7835,24,0.5811577042511531,ERK
24,0.7766,0.7866,25,0.5597436467238835,ERK
25,0.7374,0.7496,26,0.5575979059083122,ERK
26,0.7738,0.786,27,0.5645676507268633,ERK
27,0.7672,0.7818,28,0.5470390181882041,ERK
28,0.7718,0.7798,29,0.5417383527755737,ERK
29,0.79,0.8,30,0.5426225931303842,ERK
30,0.7722,0.7881,31,0.5317199390275138,ERK
31,0.7448,0.7706,32,0.533895126751491,ERK
32,0.7586,0.7667,33,0.5336702058996473,ERK
33,0.7758,0.7754,34,0.5320569021361214,ERK
34,0.76,0.7586,35,0.5225791318075997,ERK
35,0.7828,0.7921,36,0.5257526639529637,ERK
36,0.7822,0.7914,37,0.5192108501706805,ERK
37,0.7896,0.7994,38,0.5133838323184422,ERK
38,0.7714,0.7787,39,0.5124106448037283,ERK
39,0.7524,0.7482,40,0.5040514535563333,ERK
40,0.783,0.7884,41,0.5090407519681113,ERK
41,0.7782,0.7922,42,0.5054828075000218,ERK
42,0.7786,0.7875,43,0.501685847895486,ERK
43,0.7758,0.7833,44,0.4987363243103027,ERK
44,0.8004,0.8061,45,0.4996140342099326,ERK
45,0.781,0.7783,46,0.4936649233954293,ERK
46,0.7794,0.7822,47,0.496822246483394,ERK
47,0.7864,0.7934,48,0.4911772843769618,ERK
48,0.803,0.8111,49,0.4940691438743046,ERK
49,0.7946,0.7974,50,0.49050771015031,ERK
50,0.7912,0.7994,51,0.4876058304309845,ERK
51,0.7464,0.7415,52,0.487041985307421,ERK
52,0.797,0.7997,53,0.4801630088261195,ERK
53,0.7754,0.7733,54,0.4816572265965598,ERK
54,0.7534,0.7765,55,0.4849311324528285,ERK
55,0.7692,0.7773,56,0.4788617816993168,ERK
56,0.7588,0.7691,57,0.4830499909605298,ERK
57,0.7872,0.7975,58,0.4828206132139478,ERK
58,0.8026,0.8106,59,0.4824004052366529,ERK
59,0.7654,0.7659,60,0.4691927082198007,ERK
60,0.7952,0.8013,61,0.4719560599327087,ERK
61,0.746,0.7635,62,0.4777959355286189,ERK
62,0.7788,0.7843,63,0.4700183905873979,ERK
63,0.7634,0.7644,64,0.4718828427791595,ERK
64,0.7734,0.7826,65,0.4705206988539014,ERK
65,0.7844,0.795,66,0.47201782141413,ERK
66,0.7928,0.8031,67,0.4694043690817697,ERK
67,0.7666,0.7776,68,0.4702698339734759,ERK
68,0.789,0.8023,69,0.4653402413640704,ERK
69,0.7916,0.7946,70,0.4706588956287929,ERK
70,0.7464,0.7579,71,0.4608919242450169,ERK
71,0.791,0.8106,72,0.4722834537710462,ERK
72,0.7952,0.8076,73,0.4595018070084708,ERK
73,0.807,0.8142,74,0.4599308521406991,ERK
74,0.7474,0.7548,75,0.4681245696544647,ERK
75,0.7746,0.7834,76,0.4607350439684731,ERK
76,0.7716,0.794,77,0.462115832226617,ERK
77,0.764,0.7722,78,0.4620359117644174,ERK
78,0.7738,0.7843,79,0.4591893943718501,ERK
79,0.7826,0.7961,80,0.4562900641986302,ERK
80,0.772,0.7741,81,0.4557897860663277,ERK
81,0.782,0.7947,82,0.4520657971927098,ERK
82,0.7914,0.7978,83,0.4534010020324162,ERK
83,0.804,0.8171,84,0.4602091719423021,ERK
84,0.7962,0.8016,85,0.4503139870507376,ERK
85,0.7652,0.7765,86,0.4473873794078827,ERK
86,0.758,0.7559,87,0.4577091022900172,ERK
87,0.8014,0.8125,88,0.4524078355516706,ERK
88,0.7824,0.791,89,0.4557205094609942,ERK
89,0.7782,0.7902,90,0.4594865678037916,ERK
90,0.7864,0.7917,91,0.4495959392615727,ERK
91,0.807,0.8206,92,0.455137550660542,ERK
92,0.7964,0.8067,93,0.4489065086841583,ERK
93,0.7966,0.7997,94,0.4436800275530134,ERK
94,0.807,0.8145,95,0.453232638154711,ERK
95,0.7816,0.7903,96,0.4389025284562792,ERK
