Unnamed: 0,val_acc,test_acc,epoch,train_loss,prune_type
0,0.4544,0.4776,1,1.7410416253271943,ERK
1,0.5448,0.5703,2,1.354961336508096,ERK
2,0.6214,0.6404,3,1.1712200560121455,ERK
3,0.6246,0.6517,4,1.051228629727649,ERK
4,0.6686,0.681,5,0.9880657167176576,ERK
5,0.6568,0.672,6,0.9261712066807978,ERK
6,0.657,0.6702,7,0.8820051448976892,ERK
7,0.676,0.6991,8,0.8544814299654078,ERK
8,0.7038,0.7223,9,0.8255864663681074,ERK
9,0.6798,0.6838,10,0.8034970661853453,ERK
10,0.7298,0.7481,11,0.7846554721522535,ERK
11,0.6698,0.6874,12,0.7729894632627482,ERK
12,0.7466,0.7523,13,0.7640372255758682,ERK
13,0.6966,0.7108,14,0.750665017682263,ERK
14,0.7116,0.7325,15,0.7390945191227133,ERK
15,0.71,0.7205,16,0.7316071070157565,ERK
16,0.745,0.7534,17,0.7262793332762868,ERK
17,0.729,0.7449,18,0.7131219011256498,ERK
18,0.7314,0.7372,19,0.7033937916456804,ERK
19,0.7362,0.7485,20,0.7004246922300073,ERK
20,0.7072,0.7198,21,0.7017414589383324,ERK
21,0.7534,0.7663,22,0.6946230141016153,ERK
22,0.731,0.7359,23,0.6873503277274619,ERK
23,0.7002,0.7188,24,0.6931163094661854,ERK
24,0.752,0.7554,25,0.6820512342656779,ERK
25,0.7264,0.7428,26,0.6737839734112775,ERK
26,0.692,0.7099,27,0.6805786211096663,ERK
27,0.7246,0.7365,28,0.6715699552300989,ERK
28,0.7414,0.7558,29,0.6686940428368386,ERK
29,0.7232,0.7333,30,0.6684588431632756,ERK
30,0.7192,0.73,31,0.6623732732062326,ERK
31,0.7286,0.7412,32,0.6628277347638056,ERK
32,0.7216,0.7384,33,0.6618916052698749,ERK
33,0.7522,0.7684,34,0.6577225989765592,ERK
34,0.7302,0.7506,35,0.6560546586825977,ERK
35,0.7478,0.7618,36,0.6582467145050354,ERK
36,0.7124,0.7401,37,0.6634692041962235,ERK
37,0.7466,0.746,38,0.6590022570387251,ERK
38,0.7568,0.7687,39,0.6539102674719275,ERK
39,0.701,0.7189,40,0.648130709798927,ERK
40,0.7248,0.7448,41,0.6509116158695982,ERK
41,0.7466,0.7669,42,0.6412671863862932,ERK
42,0.7494,0.7687,43,0.6402330339124739,ERK
43,0.7284,0.741,44,0.6469078191325196,ERK
44,0.7442,0.7593,45,0.6358942059200374,ERK
45,0.7468,0.7688,46,0.6305901551688159,ERK
46,0.727,0.7271,47,0.6365160868208632,ERK
47,0.7606,0.7763,48,0.6329858526375219,ERK
48,0.7606,0.7692,49,0.6331937853087727,ERK
49,0.7334,0.7356,50,0.6343649833800107,ERK
50,0.7438,0.7582,51,0.6358997151892409,ERK
51,0.748,0.7598,52,0.6428078790845355,ERK
52,0.7464,0.7605,53,0.6377053141084492,ERK
53,0.763,0.7746,54,0.633825240481613,ERK
54,0.7548,0.7755,55,0.6278429714872626,ERK
55,0.7556,0.7664,56,0.6251410161837553,ERK
56,0.735,0.7493,57,0.6308620351332205,ERK
57,0.7598,0.768,58,0.6332206705696563,ERK
58,0.7692,0.7707,59,0.6347058132672921,ERK
59,0.7438,0.7569,60,0.6238700366257942,ERK
60,0.7104,0.7255,61,0.6273389264219507,ERK
61,0.706,0.7175,62,0.6269529446577414,ERK
62,0.7474,0.7571,63,0.6330689550125361,ERK
63,0.7208,0.742,64,0.6270627192622237,ERK
64,0.7376,0.7502,65,0.6236810346274634,ERK
65,0.7362,0.7524,66,0.6286655841050325,ERK
66,0.7392,0.7534,67,0.627630118800704,ERK
67,0.7178,0.7212,68,0.6129845219459968,ERK
68,0.762,0.7692,69,0.6321511675319781,ERK
69,0.752,0.7661,70,0.6252913756078464,ERK
70,0.7608,0.7787,71,0.6240065049411904,ERK
71,0.7238,0.7476,72,0.6287396081492432,ERK
72,0.7202,0.7326,73,0.6205950645130245,ERK
73,0.7428,0.7552,74,0.621051612742606,ERK
74,0.7514,0.7641,75,0.6205009895342367,ERK
75,0.7522,0.7724,76,0.6196255970035184,ERK
76,0.771,0.7788,77,0.6247796267695577,ERK
77,0.7422,0.7499,78,0.6304522786724601,ERK
78,0.7428,0.7562,79,0.6127191005099533,ERK
79,0.7196,0.7284,80,0.6201653047504588,ERK
80,0.7508,0.7641,81,0.6289085053820216,ERK
81,0.725,0.7502,82,0.6216286446294214,ERK
82,0.767,0.7752,83,0.6224950647931493,ERK
83,0.7842,0.7946,84,0.6159591369139843,ERK
84,0.7514,0.7621,85,0.6203364750258943,ERK
85,0.73,0.7452,86,0.6107770730966856,ERK
86,0.739,0.7373,87,0.6163312887024676,ERK
87,0.7586,0.7676,88,0.6123816010109719,ERK
88,0.7284,0.7517,89,0.623734761676897,ERK
89,0.7584,0.7746,90,0.6200654724894086,ERK
90,0.7508,0.7541,91,0.6187794368151586,ERK
91,0.7492,0.7613,92,0.6125797209067222,ERK
92,0.7458,0.7538,93,0.6115180013696013,ERK
93,0.7504,0.7663,94,0.6186076549553124,ERK
94,0.756,0.7623,95,0.6251786539697239,ERK
95,0.7128,0.724,96,0.614597116185729,ERK
96,0.7578,0.7535,97,0.6201169596098767,ERK
97,0.757,0.7558,98,0.6186730181559538,ERK
98,0.7366,0.7519,99,0.6125898481773855,ERK
99,0.753,0.7688,100,0.6197846412998319,ERK
100,0.7568,0.7665,101,0.6156980451355633,ERK
101,0.7582,0.7631,102,0.6243470490318418,ERK
102,0.7498,0.762,103,0.6180666045755403,ERK
103,0.743,0.7522,104,0.6135621250015378,ERK
104,0.731,0.7411,105,0.614513838817591,ERK
105,0.7608,0.7802,106,0.6180964507098891,ERK
106,0.7706,0.7749,107,0.6067923298928133,ERK
107,0.7398,0.7542,108,0.61038820721485,ERK
108,0.7396,0.7507,109,0.6186944535824648,ERK
109,0.7654,0.766,110,0.6115352410366732,ERK
110,0.7418,0.7471,111,0.6108556469621143,ERK
111,0.7498,0.7593,112,0.6108071974709502,ERK
112,0.7194,0.7291,113,0.6105356752193212,ERK
113,0.7542,0.7656,114,0.6054363878194423,ERK
114,0.731,0.7395,115,0.613283853755038,ERK
115,0.7254,0.7353,116,0.6120664291402214,ERK
116,0.7842,0.7861,117,0.6118015101832203,ERK
117,0.7156,0.7189,118,0.6166203142570974,ERK
118,0.691,0.7005,119,0.6078432205735449,ERK
119,0.7426,0.7483,120,0.6124281299929334,ERK
120,0.7476,0.7572,121,0.6105452947467142,ERK
121,0.7392,0.7359,122,0.6108860707181132,ERK
122,0.766,0.7638,123,0.6143668034986892,ERK
123,0.7026,0.7136,124,0.6148942743780946,ERK
124,0.7564,0.7687,125,0.6057346096405616,ERK
125,0.8438,0.8562,126,0.423520374756593,ERK
126,0.853,0.8591,127,0.3577350170863659,ERK
127,0.8596,0.864,128,0.3340877112839636,ERK
128,0.8534,0.8664,129,0.310571358032376,ERK
129,0.8534,0.8693,130,0.2963453179326152,ERK
130,0.8656,0.8716,131,0.2910440688544189,ERK
131,0.8536,0.8677,132,0.2776732729625837,ERK
132,0.8552,0.8684,133,0.2720202611297623,ERK
133,0.8646,0.8719,134,0.2578251293709135,ERK
134,0.8618,0.8703,135,0.2557026179470228,ERK
135,0.8646,0.8724,136,0.2507043982885162,ERK
136,0.8668,0.8679,137,0.2389777828527991,ERK
137,0.8636,0.8672,138,0.236311565140034,ERK
138,0.8614,0.8722,139,0.2333714593297396,ERK
139,0.859,0.871,140,0.2263847767585023,ERK
140,0.855,0.8674,141,0.2230775728821754,ERK
141,0.8554,0.8661,142,0.2177534196366611,ERK
142,0.8634,0.8689,143,0.2151114450730489,ERK
143,0.8462,0.8621,144,0.2108748917523612,ERK
144,0.8548,0.8683,145,0.215518104257407,ERK
145,0.8494,0.8644,146,0.2108924305039932,ERK
