Unnamed: 0,val_acc,test_acc,epoch,train_loss,prune_type
0,0.284,0.2902,1,1.993692229815892,ERK
1,0.5234,0.5289,2,1.4563624170848302,ERK
2,0.4692,0.4745,3,1.1079764648846218,ERK
3,0.6214,0.6263,4,0.949171087401254,ERK
4,0.6652,0.6767,5,0.8559850205693926,ERK
5,0.704,0.7147,6,0.7991806541170393,ERK
6,0.7198,0.7324,7,0.7585441810744149,ERK
7,0.7024,0.7212,8,0.7180900028773717,ERK
8,0.7416,0.7518,9,0.6968898490497044,ERK
9,0.7582,0.7718,10,0.6833221891948155,ERK
10,0.727,0.7583,11,0.6744226094654628,ERK
11,0.7706,0.7747,12,0.6536948566777365,ERK
12,0.7582,0.7667,13,0.6385796853474208,ERK
13,0.7208,0.7178,14,0.6340697578021458,ERK
14,0.7722,0.7754,15,0.6258453272070204,ERK
15,0.7644,0.7648,16,0.6183472168445587,ERK
16,0.7198,0.7099,17,0.6099230526174818,ERK
17,0.7644,0.7782,18,0.6085141427176339,ERK
18,0.7762,0.7856,19,0.6045933524199895,ERK
19,0.7792,0.7901,20,0.5939313176700047,ERK
20,0.7558,0.7743,21,0.5917169741221837,ERK
21,0.7574,0.7645,22,0.5816368341445923,ERK
22,0.7526,0.7574,23,0.5813833466597966,ERK
23,0.7068,0.7128,24,0.5694788536003658,ERK
24,0.766,0.7708,25,0.5823658948285239,ERK
25,0.7436,0.7631,26,0.5694695276873453,ERK
26,0.7924,0.7935,27,0.5626374735151018,ERK
27,0.7902,0.799,28,0.5632437125274113,ERK
28,0.7764,0.7799,29,0.5635979630265917,ERK
29,0.7802,0.7843,30,0.5567913625921522,ERK
30,0.7368,0.7473,31,0.5554066792556218,ERK
31,0.7628,0.7711,32,0.5547231524331229,ERK
32,0.7854,0.7884,33,0.5522931611537933,ERK
33,0.7422,0.7504,34,0.5425787317752838,ERK
34,0.77,0.7856,35,0.5402949689115797,ERK
35,0.771,0.7818,36,0.5394294328348977,ERK
36,0.7794,0.7893,37,0.5485632938998086,ERK
37,0.7458,0.759,38,0.5420130591733116,ERK
38,0.7534,0.7606,39,0.5395984552587781,ERK
39,0.7694,0.7792,40,0.5368653268473489,ERK
40,0.7656,0.7779,41,0.5307216043131692,ERK
41,0.7702,0.779,42,0.5277075503553663,ERK
42,0.7296,0.7452,43,0.5325940058912549,ERK
43,0.7942,0.8097,44,0.5244623948846544,ERK
44,0.7848,0.7863,45,0.5235308396816254,ERK
45,0.7796,0.7902,46,0.527869769675391,ERK
46,0.7394,0.7435,47,0.5334782816682543,ERK
47,0.7572,0.757,48,0.5137417886938368,ERK
48,0.6978,0.7127,49,0.521240485566003,ERK
49,0.7522,0.7622,50,0.5178752417223794,ERK
50,0.804,0.802,51,0.5198253682681493,ERK
51,0.778,0.785,52,0.5236328680174691,ERK
52,0.7212,0.7283,53,0.5204355520861489,ERK
53,0.7624,0.7772,54,0.5212551268509457,ERK
54,0.7874,0.791,55,0.5066831261771065,ERK
55,0.7858,0.7937,56,0.5174289791924613,ERK
56,0.7766,0.7875,57,0.5143700867039817,ERK
57,0.759,0.7621,58,0.5066232890742166,ERK
58,0.7912,0.7931,59,0.5131579537051064,ERK
59,0.7822,0.7843,60,0.515457078899656,ERK
60,0.7532,0.7655,61,0.51180402806827,ERK
61,0.7876,0.8026,62,0.5087914688246591,ERK
62,0.7444,0.7407,63,0.5085648666109358,ERK
63,0.796,0.801,64,0.512939567906516,ERK
64,0.7486,0.7437,65,0.5038363518033708,ERK
65,0.7872,0.8057,66,0.5067855317252022,ERK
66,0.7246,0.7344,67,0.5047826657976423,ERK
67,0.7748,0.7794,68,0.497823702437537,ERK
68,0.7528,0.7449,69,0.5099141664164407,ERK
69,0.7562,0.7601,70,0.500609211240496,ERK
70,0.7992,0.8061,71,0.4953662512983595,ERK
71,0.8102,0.811,72,0.5027726919310433,ERK
72,0.7878,0.7886,73,0.5008676631110055,ERK
73,0.7942,0.807,74,0.4967894923686981,ERK
74,0.7438,0.7526,75,0.5012570994240897,ERK
75,0.7448,0.7618,76,0.5013442162105015,ERK
76,0.7964,0.8111,77,0.4985700959818703,ERK
77,0.785,0.7823,78,0.4933327729361398,ERK
78,0.7406,0.7628,79,0.5026507541111538,ERK
79,0.798,0.8104,80,0.4994763653618949,ERK
80,0.7468,0.7583,81,0.497559961932046,ERK
81,0.7778,0.779,82,0.4936275219917297,ERK
82,0.7702,0.7685,83,0.4956012415885925,ERK
83,0.7726,0.7808,84,0.4953859337738582,ERK
84,0.7904,0.7939,85,0.4842090582847595,ERK
85,0.7268,0.7332,86,0.4994198422772544,ERK
86,0.794,0.8053,87,0.4975173120839255,ERK
87,0.8,0.806,88,0.4824752250739506,ERK
88,0.8026,0.8246,89,0.4937185084819793,ERK
89,0.7918,0.799,90,0.4887720642771039,ERK
90,0.7788,0.7805,91,0.4972190196173531,ERK
91,0.7298,0.7397,92,0.490946832043784,ERK
92,0.7714,0.7781,93,0.4916641909735543,ERK
93,0.7932,0.807,94,0.4927271572181156,ERK
94,0.7918,0.7971,95,0.4850283372402191,ERK
95,0.7732,0.7808,96,0.4921551729951586,ERK
96,0.8046,0.8172,97,0.4835391386917659,ERK
97,0.7198,0.7305,98,0.4877625218459538,ERK
98,0.7862,0.7911,99,0.4897428361007145,ERK
99,0.7614,0.7777,100,0.4871853406088692,ERK
100,0.7884,0.7903,101,0.485610681601933,ERK
101,0.7824,0.789,102,0.4921560529300144,ERK
102,0.7988,0.8111,103,0.4803224715164729,ERK
103,0.7532,0.7586,104,0.4860366426195417,ERK
104,0.7588,0.7716,105,0.4831335697855268,ERK
105,0.8,0.8036,106,0.4812352194104876,ERK
106,0.7918,0.7927,107,0.4859980188097272,ERK
107,0.765,0.7668,108,0.4780059175831931,ERK
108,0.7396,0.7405,109,0.4838157480103629,ERK
109,0.7772,0.7831,110,0.4805298932961055,ERK
110,0.7454,0.7626,111,0.4765511005265372,ERK
111,0.7972,0.7968,112,0.4864395325524466,ERK
112,0.7876,0.7955,113,0.4820660199437823,ERK
113,0.8076,0.8142,114,0.4743188825675419,ERK
114,0.7626,0.7728,115,0.4818941921847207,ERK
115,0.7662,0.7624,116,0.4862013675485338,ERK
116,0.8038,0.8207,117,0.4859609801428659,ERK
117,0.8088,0.8223,118,0.481006669657571,ERK
118,0.7788,0.7924,119,0.4845339969226292,ERK
119,0.7772,0.7832,120,0.4763849735260009,ERK
120,0.8,0.802,121,0.4760080715588161,ERK
121,0.7826,0.7791,122,0.4852863677910396,ERK
122,0.7766,0.7857,123,0.4736228774275098,ERK
123,0.7496,0.7594,124,0.4725453310353415,ERK
124,0.7438,0.7584,125,0.4795244063649859,ERK
125,0.8652,0.8726,126,0.3793640218462263,ERK
126,0.8686,0.8787,127,0.32777385362557,ERK
127,0.8802,0.8796,128,0.3145433144909995,ERK
128,0.8788,0.881,129,0.2998005272660937,ERK
129,0.8764,0.8855,130,0.2892584268535886,ERK
130,0.882,0.8843,131,0.2786138151373182,ERK
131,0.887,0.8849,132,0.2752126213482448,ERK
132,0.888,0.8862,133,0.2701732779400689,ERK
133,0.882,0.8868,134,0.2677731225320271,ERK
134,0.8862,0.8861,135,0.25858263867242,ERK
135,0.883,0.8838,136,0.2541643050738743,ERK
136,0.8808,0.8864,137,0.2498775846617562,ERK
137,0.887,0.8904,138,0.2472973803111485,ERK
138,0.8908,0.8891,139,0.2458214001996176,ERK
139,0.885,0.8906,140,0.2425880144323621,ERK
140,0.8804,0.886,141,0.2370499676465988,ERK
141,0.8852,0.8878,142,0.2342697956732341,ERK
142,0.8852,0.8885,143,0.2311050415890557,ERK
143,0.888,0.8865,144,0.2292482094253812,ERK
144,0.8882,0.8903,145,0.2288799889598574,ERK
145,0.883,0.8913,146,0.225195648414748,ERK
146,0.889,0.8888,147,0.2226506970609937,ERK
147,0.8826,0.8881,148,0.2230889575822012,ERK
148,0.8864,0.8873,149,0.2230619660445622,ERK
149,0.8776,0.8869,150,0.216911489708083,ERK
150,0.8818,0.8882,151,0.2208155677999768,ERK
151,0.8832,0.8873,152,0.2169955616337912,ERK
152,0.8874,0.8886,153,0.2089923119544983,ERK
153,0.886,0.8875,154,0.2121837485688073,ERK
154,0.8826,0.8859,155,0.2095848211220332,ERK
155,0.8736,0.8802,156,0.2137498529468263,ERK
156,0.8728,0.8842,157,0.2126711970141955,ERK
157,0.8768,0.8834,158,0.2111903156127248,ERK
158,0.8828,0.8828,159,0.2075847448621477,ERK
159,0.8834,0.8855,160,0.2130444930280957,ERK
160,0.8896,0.8896,161,0.2053922221916062,ERK
161,0.8848,0.8876,162,0.205335396698543,ERK
162,0.8794,0.8871,163,0.2055466611896242,ERK
163,0.8788,0.8817,164,0.203733471759728,ERK
164,0.878,0.8826,165,0.2068388726881572,ERK
165,0.8764,0.8898,166,0.2046043339797428,ERK
166,0.8808,0.8864,167,0.2066397595405578,ERK
167,0.882,0.8833,168,0.2029073857409613,ERK
168,0.875,0.8825,169,0.2027623431171689,ERK
169,0.8798,0.8814,170,0.2062920328548976,ERK
170,0.8796,0.8834,171,0.207640970817634,ERK
171,0.887,0.8861,172,0.2092013213889939,ERK
172,0.8766,0.8845,173,0.2074687218666076,ERK
173,0.8908,0.8853,174,0.205215387897832,ERK
174,0.8816,0.8872,175,0.2089956467492239,ERK
