Unnamed: 0,val_acc,test_acc,epoch,train_loss,prune_type
0,0.1054,0.1172,1,4.050880282265799,ERK
1,0.1656,0.1865,2,3.487145436150687,ERK
2,0.2026,0.2132,3,3.197898928778512,ERK
3,0.2314,0.2535,4,2.9715701593671526,ERK
4,0.2738,0.2897,5,2.7655414404187884,ERK
5,0.2946,0.3286,6,2.617268295288086,ERK
6,0.3074,0.3296,7,2.5016973073141915,ERK
7,0.3192,0.3481,8,2.3757139791761124,ERK
8,0.345,0.369,9,2.300554259163993,ERK
9,0.3374,0.3661,10,2.229164157594953,ERK
10,0.3588,0.391,11,2.168634969166347,ERK
11,0.3754,0.4008,12,2.1020678458895,ERK
12,0.3782,0.4143,13,2.050955568722316,ERK
13,0.3852,0.4155,14,2.018037142072405,ERK
14,0.3934,0.4292,15,1.9550628682545248,ERK
15,0.3876,0.4114,16,1.9310889182771955,ERK
16,0.4044,0.4277,17,1.8942255108697077,ERK
17,0.3952,0.4376,18,1.8606873232977728,ERK
18,0.4048,0.4436,19,1.8412359837123329,ERK
19,0.425,0.446,20,1.802748753002712,ERK
20,0.4136,0.4369,21,1.7826652649470738,ERK
21,0.4218,0.452,22,1.7622379847935268,ERK
22,0.4232,0.4536,23,1.735520396913801,ERK
23,0.4318,0.4653,24,1.7074882916041785,ERK
24,0.4396,0.4703,25,1.6971527222224645,ERK
25,0.4218,0.4449,26,1.672357040813991,ERK
26,0.4298,0.4646,27,1.6699005883080618,ERK
27,0.4444,0.4676,28,1.6426769951411655,ERK
28,0.436,0.4564,29,1.6202196175711496,ERK
29,0.4386,0.4584,30,1.607346594674247,ERK
30,0.4136,0.4437,31,1.5920227479934692,ERK
31,0.4418,0.4783,32,1.5979992389678954,ERK
32,0.4454,0.476,33,1.56958263533456,ERK
33,0.443,0.4814,34,1.5586584002631052,ERK
34,0.4398,0.4717,35,1.5499631459372385,ERK
35,0.4472,0.4891,36,1.5395209700720651,ERK
36,0.441,0.4787,37,1.5320809820720127,ERK
37,0.4588,0.4865,38,1.5169618483952114,ERK
38,0.4398,0.4724,39,1.5045943185261317,ERK
39,0.4508,0.4789,40,1.490854798725673,ERK
40,0.4224,0.4488,41,1.4853063814980645,ERK
41,0.4582,0.4794,42,1.483185167993818,ERK
42,0.4514,0.4894,43,1.4753215169906615,ERK
43,0.4386,0.4734,44,1.4636852393831523,ERK
44,0.4506,0.4872,45,1.4631529120036535,ERK
45,0.4726,0.5053,46,1.4420437567574638,ERK
46,0.4534,0.484,47,1.4505835465022496,ERK
47,0.4716,0.4869,48,1.4398787498474122,ERK
48,0.4482,0.4828,49,1.432562928199768,ERK
49,0.4664,0.5005,50,1.4232267366136824,ERK
50,0.4606,0.4858,51,1.4128122929164342,ERK
51,0.4778,0.4969,52,1.398773946080889,ERK
52,0.4592,0.4867,53,1.4094785349709646,ERK
53,0.4676,0.4976,54,1.3951785441807338,ERK
54,0.4684,0.5003,55,1.3808163935797555,ERK
55,0.4738,0.4933,56,1.3947835765566146,ERK
56,0.4712,0.5076,57,1.367518369129726,ERK
57,0.4742,0.5038,58,1.37464373588562,ERK
58,0.4576,0.4771,59,1.3760105391911095,ERK
59,0.4466,0.4761,60,1.3746094029290334,ERK
60,0.4602,0.4876,61,1.3651484639304026,ERK
61,0.4634,0.49,62,1.3480862624304637,ERK
62,0.4664,0.4876,63,1.3373131895065309,ERK
63,0.4522,0.4797,64,1.3632855783190043,ERK
64,0.4624,0.4969,65,1.3515347024372646,ERK
65,0.4554,0.492,66,1.3362613793781826,ERK
66,0.4578,0.4869,67,1.3270190388815744,ERK
67,0.4786,0.4952,68,1.3357236085619246,ERK
68,0.4588,0.4807,69,1.3305745819636754,ERK
69,0.4598,0.4915,70,1.3165551962171282,ERK
70,0.4626,0.4964,71,1.3149701571464538,ERK
71,0.486,0.5063,72,1.3076689406803677,ERK
72,0.4828,0.5127,73,1.3106123059136527,ERK
73,0.4722,0.5006,74,1.323544304711478,ERK
