Unnamed: 0,val_acc,test_acc,epoch,train_loss,prune_type
0,0.4222,0.4463,1,1.7518297525552602,ERK
1,0.5366,0.5682,2,1.3648146109024004,ERK
2,0.538,0.5515,3,1.2163388673056903,ERK
3,0.607,0.6271,4,1.1211941839962605,ERK
4,0.6218,0.644,5,1.054161484934326,ERK
5,0.5482,0.593,6,1.0059597991470597,ERK
6,0.6446,0.6638,7,0.9756844334113292,ERK
7,0.6394,0.6699,8,0.9443732145165448,ERK
8,0.6192,0.6379,9,0.9232978251924542,ERK
9,0.6816,0.6961,10,0.9067188691549491,ERK
10,0.681,0.6993,11,0.8840784523901437,ERK
11,0.6912,0.7158,12,0.8637696239683363,ERK
12,0.6662,0.6793,13,0.855173624139226,ERK
13,0.7048,0.7248,14,0.8385007058792984,ERK
14,0.6846,0.7014,15,0.8296415114674474,ERK
15,0.713,0.729,16,0.8212081757705776,ERK
16,0.7008,0.7164,17,0.8140732160320988,ERK
17,0.6916,0.715,18,0.8040317127168009,ERK
18,0.7112,0.7318,19,0.8073868727751946,ERK
19,0.7158,0.728,20,0.797956933153321,ERK
20,0.6778,0.702,21,0.7925739057383306,ERK
21,0.721,0.7466,22,0.7849835973349731,ERK
22,0.6944,0.7251,23,0.7803971801388297,ERK
23,0.7266,0.743,24,0.7744921962080518,ERK
24,0.6988,0.7141,25,0.7786892661002287,ERK
25,0.7122,0.7196,26,0.7766477122605696,ERK
26,0.669,0.6943,27,0.7651440939332685,ERK
27,0.7332,0.7513,28,0.769317553763376,ERK
28,0.6738,0.6951,29,0.7730957091364086,ERK
29,0.712,0.7206,30,0.7655154127001422,ERK
30,0.712,0.7277,31,0.7522403351601712,ERK
31,0.7042,0.7204,32,0.7541182783254531,ERK
32,0.7312,0.743,33,0.7508939039333593,ERK
33,0.7144,0.729,34,0.7475323880839552,ERK
34,0.7186,0.7286,35,0.7482372608959166,ERK
35,0.722,0.727,36,0.7428835586265281,ERK
36,0.7146,0.7351,37,0.7495830163487003,ERK
37,0.7052,0.7233,38,0.7457856923087031,ERK
38,0.6972,0.7181,39,0.7445532298325813,ERK
39,0.7146,0.7203,40,0.742827545968216,ERK
40,0.6924,0.7239,41,0.7376645625147045,ERK
41,0.6902,0.6951,42,0.7410148128315255,ERK
42,0.691,0.7049,43,0.7404913313877888,ERK
43,0.744,0.7456,44,0.7341004050525165,ERK
44,0.7248,0.7392,45,0.7409244597467601,ERK
45,0.7248,0.733,46,0.7348315843150147,ERK
46,0.7086,0.7245,47,0.7314614791136521,ERK
47,0.7324,0.7453,48,0.7285807297440337,ERK
48,0.6972,0.7069,49,0.7211051500930405,ERK
49,0.6994,0.7109,50,0.7313229923064892,ERK
50,0.7228,0.7252,51,0.7326629181363304,ERK
51,0.7118,0.717,52,0.7242979120325159,ERK
52,0.707,0.7221,53,0.7253353812246242,ERK
53,0.7122,0.72,54,0.7219827726186171,ERK
54,0.6974,0.7161,55,0.7261400174381386,ERK
55,0.7246,0.7422,56,0.7254608830495438,ERK
56,0.7124,0.7267,57,0.7183183568325477,ERK
57,0.7172,0.7365,58,0.7285835019543639,ERK
58,0.7366,0.7414,59,0.725537927232237,ERK
59,0.7218,0.7256,60,0.7130165297081668,ERK
60,0.7258,0.7415,61,0.722028114602097,ERK
61,0.713,0.7264,62,0.7151302133190666,ERK
62,0.7394,0.7411,63,0.7220612297370563,ERK
63,0.7362,0.7337,64,0.7152951018423097,ERK
64,0.7112,0.7312,65,0.7133988007860645,ERK
65,0.7412,0.7551,66,0.7140355662912385,ERK
66,0.707,0.7147,67,0.7154713167763843,ERK
67,0.7404,0.7549,68,0.7117982227408308,ERK
68,0.7168,0.7086,69,0.7146460047984056,ERK
69,0.7364,0.7492,70,0.7109438039128937,ERK
70,0.7258,0.74,71,0.7213445676867439,ERK
71,0.7042,0.7086,72,0.7155187816871198,ERK
72,0.6942,0.7105,73,0.7129076771926336,ERK
73,0.7344,0.7391,74,0.712320768680328,ERK
74,0.7172,0.7374,75,0.7093563423706934,ERK
75,0.7278,0.7408,76,0.7124411821195543,ERK
76,0.725,0.7353,77,0.7106133278278883,ERK
77,0.7294,0.7359,78,0.7165665550109668,ERK
78,0.6794,0.6929,79,0.7140295122593556,ERK
79,0.7448,0.7522,80,0.7046831333399498,ERK
80,0.7244,0.7445,81,0.703590066089929,ERK
81,0.7348,0.7576,82,0.7102629925280894,ERK
